,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47393,32,student,single,tertiary,no,0,no,no,cellular,4,feb,233,3,276,2,failure,yes
47394,62,retired,married,secondary,no,569,no,no,cellular,4,feb,94,5,184,1,success,yes
47395,76,retired,married,primary,no,2223,no,no,telephone,4,feb,429,1,-1,0,unknown,yes
47398,35,admin.,divorced,secondary,no,1085,no,no,cellular,4,feb,195,6,97,12,other,yes
47401,55,admin.,married,secondary,no,602,no,no,cellular,4,feb,390,2,150,6,success,yes
47403,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,yes
47410,35,unemployed,single,tertiary,no,415,no,no,cellular,4,feb,649,1,176,1,failure,yes
47412,80,retired,married,secondary,no,2354,no,no,telephone,4,feb,739,1,181,2,failure,yes
47414,38,technician,married,secondary,no,318,no,no,cellular,4,feb,383,1,181,5,failure,yes
47416,48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,feb,489,1,178,2,failure,yes
47425,25,management,married,unknown,no,448,no,no,cellular,5,feb,151,1,297,1,success,yes
47430,36,admin.,single,tertiary,no,994,no,no,cellular,5,feb,195,1,176,5,failure,yes
47436,29,housemaid,single,tertiary,no,19,no,no,cellular,5,feb,110,2,64,2,success,yes
47439,58,unemployed,married,secondary,no,1625,no,no,cellular,5,feb,286,2,-1,0,unknown,yes
47448,32,technician,married,tertiary,no,2976,yes,no,cellular,5,feb,783,1,175,5,failure,yes
47451,46,blue-collar,married,secondary,no,1144,yes,no,cellular,8,feb,376,2,129,3,other,yes
47452,23,admin.,single,tertiary,no,897,yes,no,cellular,8,feb,190,2,280,8,failure,yes
47454,67,retired,divorced,secondary,no,704,no,no,cellular,8,feb,186,2,97,1,success,yes
47456,30,management,married,tertiary,no,1996,no,no,cellular,8,feb,1133,3,101,1,other,yes
47457,22,student,single,secondary,no,216,no,no,cellular,8,feb,363,1,187,1,success,yes
47459,24,technician,married,secondary,no,556,yes,no,cellular,8,feb,278,1,94,4,success,yes
47462,45,admin.,married,secondary,no,1206,no,no,telephone,8,feb,309,1,446,3,failure,yes
47465,40,management,married,tertiary,no,1855,no,no,telephone,8,feb,78,6,-1,0,unknown,yes
47468,35,management,married,tertiary,no,62,no,no,cellular,8,feb,469,2,185,2,failure,yes
47471,52,management,married,tertiary,no,3634,no,no,cellular,8,feb,341,8,-1,0,unknown,yes
47472,33,student,married,secondary,no,1536,no,no,cellular,9,feb,359,1,92,3,success,yes
47473,60,technician,married,secondary,no,824,yes,no,cellular,9,feb,127,1,558,7,other,yes
47474,24,student,single,tertiary,no,235,no,no,cellular,9,feb,98,1,92,1,success,yes
47475,18,student,single,unknown,no,108,no,no,cellular,9,feb,92,1,183,1,success,yes
47476,65,entrepreneur,married,tertiary,no,2331,no,no,telephone,9,feb,290,1,92,1,success,yes
47477,25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success,yes
47479,36,technician,single,secondary,no,27,yes,no,cellular,9,feb,631,1,260,2,success,yes
47480,27,management,single,tertiary,no,390,no,no,cellular,9,feb,120,2,104,2,failure,yes
47482,35,admin.,single,secondary,no,-32,no,yes,cellular,9,feb,63,4,182,5,failure,yes
47483,39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
47484,53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success,yes
47485,23,student,single,secondary,no,480,no,no,cellular,9,feb,742,2,182,1,failure,yes
47486,34,admin.,married,secondary,no,2374,yes,no,cellular,9,feb,243,2,92,3,success,yes
47487,33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success,yes
47488,33,technician,single,secondary,no,2085,no,no,cellular,9,feb,501,2,-1,0,unknown,yes
47489,36,management,single,tertiary,no,479,no,no,cellular,9,feb,629,2,-1,0,unknown,yes
47491,52,unemployed,married,secondary,no,94,no,no,cellular,10,feb,153,1,92,13,success,yes
47493,36,student,single,unknown,no,417,no,no,cellular,10,feb,151,1,-1,0,unknown,yes
47495,55,technician,divorced,secondary,no,3450,no,no,cellular,10,feb,169,1,183,1,failure,yes
47496,60,retired,married,secondary,no,1853,no,no,cellular,10,feb,234,1,183,1,success,yes
47498,61,retired,married,tertiary,no,2557,yes,no,cellular,10,feb,158,2,92,5,success,yes
47499,58,technician,married,secondary,no,589,yes,no,cellular,10,feb,511,3,183,6,success,yes
47500,48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,406,2,92,2,success,yes
47501,35,technician,married,tertiary,no,7050,no,no,cellular,10,feb,278,3,187,1,success,yes
47502,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,314,2,156,4,other,yes
47503,58,management,married,secondary,no,2155,no,yes,cellular,10,feb,135,2,92,5,success,yes
47504,39,technician,divorced,secondary,no,902,yes,no,cellular,10,feb,691,2,180,5,failure,yes
47506,44,management,married,tertiary,no,1791,no,no,cellular,11,feb,71,1,190,1,success,yes
47507,54,unknown,married,secondary,no,2206,no,no,cellular,11,feb,449,1,91,3,success,yes
47508,27,student,single,tertiary,no,5291,no,no,cellular,11,feb,293,1,91,4,success,yes
47509,33,unemployed,married,secondary,no,1211,no,no,cellular,11,feb,535,1,188,1,success,yes
47510,77,retired,married,secondary,no,638,no,no,cellular,11,feb,288,1,188,1,success,yes
47513,30,admin.,single,secondary,no,4448,no,no,cellular,11,feb,112,8,-1,0,unknown,yes
47514,31,management,single,tertiary,no,533,no,no,cellular,11,feb,144,1,91,9,success,yes
47515,61,retired,married,tertiary,no,5267,no,no,cellular,11,feb,226,3,-1,0,unknown,yes
47516,76,retired,married,primary,no,3324,no,no,cellular,11,feb,309,1,90,4,success,yes
47518,28,blue-collar,married,secondary,no,61,yes,no,cellular,11,feb,253,1,174,4,success,yes
47519,35,management,married,tertiary,no,0,yes,no,cellular,11,feb,391,2,92,5,success,yes
47520,59,technician,married,secondary,no,116,no,no,cellular,11,feb,268,1,183,7,success,yes
47521,42,blue-collar,married,secondary,no,413,yes,no,cellular,11,feb,456,2,184,2,success,yes
47522,35,self-employed,single,tertiary,no,353,no,no,cellular,11,feb,352,1,183,1,success,yes
47523,48,entrepreneur,single,secondary,no,315,no,no,unknown,11,feb,271,1,-1,0,unknown,yes
47525,71,retired,married,secondary,no,1712,no,no,cellular,11,feb,660,1,-1,0,unknown,yes
47526,60,retired,married,secondary,no,523,no,no,cellular,11,feb,467,1,182,3,success,yes
47527,34,blue-collar,married,secondary,no,1454,yes,no,cellular,11,feb,231,2,297,2,failure,yes
47528,57,retired,married,primary,no,9367,no,no,cellular,11,feb,981,1,90,6,success,yes
47530,75,retired,married,secondary,no,291,no,no,cellular,11,feb,515,1,183,1,failure,yes
47531,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,yes
47532,64,retired,married,tertiary,no,846,no,no,cellular,11,feb,671,1,181,3,failure,yes
47534,36,technician,married,tertiary,no,341,no,no,cellular,12,feb,419,2,183,1,success,yes
47536,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,yes
47537,34,management,single,tertiary,no,13014,no,no,cellular,12,feb,637,1,183,1,success,yes
47538,26,unemployed,single,secondary,no,632,no,no,cellular,12,feb,218,1,-1,0,unknown,yes
47540,41,management,married,tertiary,no,27696,no,no,cellular,12,feb,138,2,184,3,success,yes
47541,47,blue-collar,married,secondary,no,3715,no,no,cellular,12,feb,171,2,182,4,other,yes
47542,52,management,married,tertiary,no,4675,no,no,cellular,12,feb,181,3,-1,0,unknown,yes
47544,32,technician,married,secondary,no,3271,no,no,cellular,12,feb,375,1,374,1,other,yes
47545,51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,yes
47546,34,management,married,tertiary,no,8000,no,no,cellular,12,feb,291,1,260,2,failure,yes
47547,21,student,single,secondary,no,123,no,no,telephone,12,feb,379,5,93,2,success,yes
47549,54,technician,married,secondary,no,10185,no,no,cellular,12,feb,251,1,186,3,success,yes
47551,29,management,single,tertiary,no,1026,no,no,cellular,12,feb,138,2,92,2,success,yes
47552,32,management,married,tertiary,no,905,no,no,cellular,12,feb,666,4,-1,0,unknown,yes
47553,38,services,married,secondary,no,775,no,no,cellular,12,feb,1835,3,182,2,success,yes
47554,48,unemployed,married,secondary,no,926,no,no,cellular,15,feb,382,4,185,6,success,yes
47555,46,management,married,tertiary,no,349,no,no,cellular,15,feb,295,2,616,1,failure,yes
47556,32,technician,married,secondary,no,484,yes,no,cellular,15,feb,83,6,187,3,success,yes
47557,49,services,married,primary,no,1830,yes,no,cellular,15,feb,136,1,-1,0,unknown,yes
47559,37,management,married,tertiary,no,2987,yes,no,cellular,15,feb,93,1,91,9,failure,yes
47560,37,technician,single,tertiary,no,197,no,no,cellular,15,feb,531,1,91,2,success,yes
47561,23,student,single,secondary,no,431,no,no,cellular,15,feb,201,3,186,2,success,yes
47562,58,admin.,married,secondary,no,169,no,no,cellular,15,feb,216,1,91,4,success,yes
47563,45,management,married,tertiary,no,226,yes,no,cellular,15,feb,91,4,185,6,success,yes
47565,30,unemployed,single,secondary,no,2424,no,no,cellular,15,feb,337,1,95,2,success,yes
47568,23,student,single,secondary,no,1234,no,no,cellular,15,feb,379,1,91,1,success,yes
47569,34,management,married,tertiary,no,271,yes,no,cellular,15,feb,308,1,94,4,success,yes
47570,27,management,single,tertiary,no,-69,yes,no,cellular,15,feb,205,3,-1,0,unknown,yes
47571,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown,yes
47574,61,self-employed,divorced,tertiary,no,52587,no,no,cellular,15,feb,394,3,189,1,success,yes
47575,27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
47576,34,management,single,tertiary,no,2159,no,no,unknown,18,feb,386,1,-1,0,unknown,yes
47579,58,management,married,tertiary,no,473,no,no,cellular,18,feb,1109,1,262,1,success,yes
47580,52,technician,married,secondary,no,195,yes,no,cellular,18,feb,220,1,63,5,failure,yes
47585,48,admin.,married,secondary,no,660,no,no,cellular,18,feb,318,1,561,2,success,yes
47586,28,technician,single,secondary,no,154,yes,no,cellular,18,feb,416,2,-1,0,unknown,yes
47587,35,management,single,tertiary,no,681,no,no,cellular,18,feb,737,1,561,2,success,yes
47588,66,retired,married,secondary,no,2326,no,yes,cellular,18,feb,232,1,181,1,success,yes
47591,52,services,married,secondary,no,961,no,yes,cellular,18,feb,222,1,553,4,failure,yes
47592,26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,1,-1,0,unknown,yes
47594,38,management,single,tertiary,no,455,yes,no,cellular,19,feb,255,2,555,6,success,yes
47595,59,self-employed,married,tertiary,no,2013,no,no,cellular,19,feb,222,4,94,2,success,yes
47597,47,blue-collar,married,secondary,no,1568,yes,no,cellular,19,feb,388,1,262,7,success,yes
47598,48,management,married,tertiary,no,0,no,yes,cellular,19,feb,204,4,182,1,success,yes
47600,22,student,single,unknown,no,1215,no,no,cellular,19,feb,145,3,192,1,failure,yes
47601,82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,1,-1,0,unknown,yes
47602,27,blue-collar,single,primary,no,377,no,no,cellular,19,feb,645,2,-1,0,unknown,yes
47603,60,retired,divorced,secondary,no,1,no,no,cellular,19,feb,302,1,184,1,success,yes
47605,53,management,married,tertiary,no,597,no,no,unknown,22,feb,392,1,-1,0,unknown,yes
47609,39,management,single,tertiary,no,763,no,no,cellular,22,feb,543,1,189,1,failure,yes
47610,27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,1,-1,0,unknown,yes
47613,55,retired,divorced,secondary,no,2204,no,no,cellular,22,feb,261,1,264,1,failure,yes
47620,35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,1,-1,0,unknown,yes
47623,23,student,single,secondary,no,381,no,no,cellular,23,feb,696,1,189,2,other,yes
47624,80,housemaid,married,primary,no,0,no,no,cellular,23,feb,639,1,189,1,failure,yes
47625,29,student,single,secondary,no,67,no,no,cellular,23,feb,211,1,187,5,success,yes
47626,47,admin.,married,secondary,no,368,no,no,cellular,23,feb,269,1,187,5,success,yes
47627,72,retired,divorced,tertiary,no,438,no,no,cellular,23,feb,279,1,-1,0,unknown,yes
47628,45,management,single,tertiary,no,483,no,no,cellular,23,feb,95,2,265,11,other,yes
47630,37,unemployed,married,tertiary,no,7620,no,no,telephone,23,feb,367,1,176,6,failure,yes
47631,29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure,yes
47632,40,management,single,tertiary,no,0,yes,no,cellular,23,feb,228,2,182,6,failure,yes
47634,32,technician,single,secondary,no,324,no,yes,cellular,23,feb,432,1,-1,0,unknown,yes
47636,32,management,married,tertiary,no,302,yes,yes,unknown,23,feb,61,1,384,2,failure,yes
47643,20,student,single,secondary,no,215,no,no,cellular,24,feb,175,1,92,6,success,yes
47644,48,housemaid,married,tertiary,no,5473,no,no,cellular,24,feb,127,2,184,2,success,yes
47647,60,admin.,married,secondary,no,106,no,no,cellular,24,feb,137,1,187,4,success,yes
47649,70,retired,married,primary,no,2346,no,no,cellular,24,feb,694,1,184,5,failure,yes
47650,78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,1,-1,0,unknown,yes
47652,52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,2,-1,0,unknown,yes
47653,61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,2,-1,0,unknown,yes
47660,37,management,married,tertiary,no,255,no,no,cellular,24,feb,562,2,183,10,success,yes
47665,27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
47667,56,management,married,unknown,no,4623,no,no,cellular,25,feb,305,1,192,1,success,yes
47668,63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,388,1,success,yes
47669,59,technician,married,secondary,no,7766,yes,no,cellular,25,feb,1422,1,461,1,failure,yes
47670,22,student,single,secondary,no,948,no,no,telephone,25,feb,169,1,191,3,success,yes
47671,30,student,single,secondary,no,48,no,no,cellular,25,feb,217,1,191,2,success,yes
47672,66,management,married,unknown,no,2149,yes,no,cellular,25,feb,98,1,87,10,failure,yes
47675,74,retired,married,primary,no,1413,no,no,cellular,25,feb,385,2,-1,0,unknown,yes
47678,52,technician,married,secondary,no,117,no,no,cellular,26,feb,959,3,186,6,success,yes
47679,71,retired,divorced,secondary,no,0,no,no,cellular,26,feb,771,1,171,1,success,yes
47680,33,management,married,tertiary,no,71,no,no,cellular,26,feb,335,3,102,2,failure,yes
47681,56,technician,married,secondary,no,1938,no,yes,cellular,26,feb,229,1,192,4,success,yes
47685,30,management,single,tertiary,no,5359,no,no,cellular,26,feb,427,1,191,3,success,yes
47688,73,retired,married,unknown,no,519,no,no,telephone,26,feb,270,3,133,2,success,yes
47694,65,unemployed,married,secondary,no,3195,no,no,telephone,2,mar,904,1,-1,0,unknown,yes
47695,59,management,married,tertiary,no,315,no,no,cellular,2,mar,591,1,176,2,failure,yes
47696,37,management,married,tertiary,no,1113,no,no,cellular,2,mar,229,1,182,1,success,yes
47697,28,blue-collar,single,secondary,no,-46,yes,no,cellular,2,mar,525,1,89,11,failure,yes
47699,27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,1,-1,0,unknown,yes
47700,49,admin.,single,tertiary,no,228,yes,no,cellular,2,mar,368,1,-1,0,unknown,yes
47702,38,services,single,secondary,no,91,no,no,cellular,2,mar,207,1,-1,0,unknown,yes
47704,28,technician,single,secondary,no,598,yes,no,cellular,2,mar,177,1,288,2,failure,yes
47705,51,technician,married,tertiary,no,0,no,no,cellular,2,mar,539,2,-1,0,unknown,yes
47707,56,retired,married,primary,no,1947,no,no,cellular,2,mar,225,2,123,5,failure,yes
47708,37,management,single,tertiary,no,1027,yes,no,cellular,2,mar,313,1,152,2,success,yes
47709,47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,203,1,other,yes
47710,60,retired,divorced,tertiary,no,2,no,no,cellular,2,mar,228,4,390,2,other,yes
47711,42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,2,-1,0,unknown,yes
47712,27,student,single,tertiary,no,311,no,no,telephone,2,mar,187,3,322,1,other,yes
47713,40,unemployed,single,tertiary,no,7968,no,no,cellular,2,mar,263,2,180,2,success,yes
47714,25,student,single,secondary,no,154,no,no,cellular,3,mar,141,1,180,2,failure,yes
47715,90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,1,-1,0,unknown,yes
47716,29,student,single,unknown,no,7585,no,no,cellular,3,mar,145,2,198,1,failure,yes
47717,29,technician,single,tertiary,no,2489,yes,no,cellular,3,mar,355,1,86,5,failure,yes
47718,68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,yes
47719,38,admin.,married,secondary,no,1559,no,no,cellular,3,mar,136,2,280,1,failure,yes
47722,66,housemaid,divorced,primary,no,3701,no,no,telephone,3,mar,834,1,-1,0,unknown,yes
47724,63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,2,-1,0,unknown,yes
47725,32,management,single,tertiary,no,354,no,no,cellular,4,mar,177,2,133,5,other,yes
47727,32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,251,1,181,4,failure,yes
47728,42,management,married,tertiary,no,144,no,no,cellular,4,mar,148,1,87,4,failure,yes
47732,26,admin.,single,tertiary,no,760,yes,no,cellular,4,mar,456,2,281,5,success,yes
47734,73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,yes
47737,26,student,single,secondary,no,5296,no,no,cellular,5,mar,229,1,205,1,failure,yes
47739,60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,1,-1,0,unknown,yes
47740,25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,1,-1,0,unknown,yes
47741,64,retired,married,tertiary,no,1644,no,no,telephone,5,mar,341,4,179,4,success,yes
47742,26,student,single,tertiary,no,294,no,no,cellular,5,mar,87,1,91,2,success,yes
47744,68,retired,married,primary,no,451,no,no,cellular,5,mar,373,1,-1,0,unknown,yes
47747,39,services,married,secondary,no,53,no,no,unknown,5,mar,257,1,394,1,failure,yes
47748,54,housemaid,married,tertiary,no,2473,no,no,cellular,5,mar,607,2,-1,0,unknown,yes
47749,40,unemployed,single,secondary,no,334,no,no,cellular,5,mar,219,1,91,6,other,yes
47752,37,management,married,tertiary,no,6771,no,no,cellular,5,mar,319,1,-1,0,unknown,yes
47753,36,services,married,secondary,no,52,yes,no,cellular,5,mar,498,2,179,7,success,yes
47754,33,management,divorced,tertiary,no,2240,no,no,cellular,8,mar,264,2,278,1,success,yes
47759,83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,659,1,-1,0,unknown,yes
47760,45,student,single,unknown,no,1527,no,no,cellular,8,mar,132,1,-1,0,unknown,yes
47761,31,technician,married,tertiary,no,1570,yes,no,cellular,8,mar,277,4,286,1,failure,yes
47763,51,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,2,-1,0,unknown,yes
